BANC,FAFB,MCNS
720575941440107199,720575940616440251,138214
720575941440379733,720575940626562833,10810
720575941440457045,720575940626342666,62238
720575941477267230,720575940607683011,20471
720575941509496848,720575940625177406,153870
720575941540215501,720575940622838154,10010
720575941540291789,720575940617035449,153028
720575941671591591,720575940612170981,10435
720575941539809997,720575940627645514,10752
720575941539816061,720575940621157645,521377
720575941562777234,720575940628708868,36311
720575941562793896,720575940625500395,159589
720575941562821522,720575940606423170,30298
720575941562831616,720575940612461774,121045
720575941562891618,720575940610263665,26295
720575941477419828,720575940627044885,11103
720575941477226801,720575940638960885,514595
720575941477237297,720575940622731667,25312
720575941477266718,720575940615592961,25254
720575941562753799,720575940637449023,17319
720575941562319250,720575940628682752,66368
720575941477456948,720575940615593522,38647
720575941477326900,720575940643837988,11198
720575941477370420,720575940633499548,518294
720575941477392926,720575940631959097,11304
720575941562476434,720575940627887888,107876
720575941562504546,720575940612522646,38327
720575941562531496,720575940633279827,38812
720575941562217517,720575940645176264,14151
720575941562221458,720575940642426357,28973
720575941562313640,720575940617986345,132166
720575941561914925,720575940622549801,79280
720575941561971346,720575940628408055,61456
720575941477530986,720575940616194443,17494
720575941477558580,720575940625367102,514543
720575941477559604,720575940611504869,259299
720575941562021677,720575940615362558,21003
720575941440659803,720575940624611018,106495
720575941612219366,720575940625415452,22259
720575941540458365,720575940615624866,23112
720575941509685458,720575940625249618,71719
720575941477588788,720575940625176094,116859
720575941477595956,720575940633614253,16153
720575941477598004,720575940631511436,16062
720575941477520180,720575940634334675,13488
720575941440840021,720575940624531652,13726
720575941561743872,720575940622147873,11458
720575941561768237,720575940611036643,544664
720575941561776173,720575940613339875,11006
720575941477707572,720575940623003653,30276
720575941508997154,720575940620950042,16336
720575941509010305,720575940613838289,11502
720575941509352976,720575940622947333,26842
720575941509353426,720575940618052426,140699
720575941540483277,720575940616384832,532026
720575941561568301,720575940644654871,18969
720575941561632045,720575940632223457,33892
720575941561655341,720575940626328707,11563
720575941561659181,720575940638836285,14707
720575941561680296,720575940604907710,62455
720575941561252776,720575940626243614,16263
720575941561376813,720575940625006776,12089
720575941477631518,720575940631394678,17390
720575941477640257,720575940611439587,62587
720575941477646913,720575940621225893,28978
720575941477649729,720575940629603067,543177
720575941477662001,720575940636822069,29234
720575941440888155,720575940639210724,23764
720575941440899023,720575940618440943,29310
720575941612075622,720575940617387549,55428
720575941612082150,720575940631542732,12943
720575941612044518,720575940628577897,11814
720575941440937301,720575940622018565,37979
720575941441226943,720575940624861072,522969
720575941477735233,720575940625161368,533460
720575941477736066,720575940628397138,197252
720575941477743646,720575940620539563,29908
720575941477752385,720575940636539102,35889
720575941477757761,720575940638463395,53692
720575941441382591,720575940623260415,24678
720575941611937254,720575940626232153,521146
720575941560967213,720575940623062349,34641
720575941560643175,720575940603266592,522761
720575941560667693,720575940635114347,209417
720575941560732717,720575940605042609,25298
720575941560777331,720575940631506463,533449
720575941560790317,720575940640608219,520641
720575941560578663,720575940631204163,912111327
720575941560597607,720575940638813016,551057545
720575941477886176,720575940615673949,522993
720575941477889310,720575940615942924,524083
720575941477894686,720575940613497395,10797
720575941477914177,720575940623945194,14132
720575941560638579,720575940612981997,17133
720575941560539630,720575940645864739,530877
720575941560541299,720575940652490742,21247
720575941560561902,720575940625695269,17990
720575941541075069,720575940611429489,24050
720575941478108993,720575940624974266,519549
720575941560566799,720575940636706118,79556
720575941658912536,720575940634431935,15283
720575941658923800,720575940628001512,16371
720575941441572443,720575940624107081,52572
720575941441623899,720575940612603289,520300
720575941611542249,720575940621067204,65991
720575941441772123,720575940637281077,43959
720575941508517761,720575940625175310,14026
720575941508607838,720575940621725168,125286
720575941508588834,720575940626784868,12660
720575941541271325,720575940606342089,12492
720575941540951325,720575940613256982,87976
720575941611453770,720575940627702547,519266
720575941441901759,720575940620463732,20106
720575941560352627,720575940609598418,148291
720575941560391951,720575940629846841,79146
720575941560404974,720575940611770978,18258
720575941560408046,720575940630650424,40342
720575941560435059,720575940608716809,14265
720575941478490730,720575940628553731,205314
720575941478542560,720575940632735699,46223
720575941478584288,720575940618030429,43861
720575941478253731,720575940612851367,39385
720575941478332034,720575940626153488,18000
720575941560456051,720575940628958842,639917279
720575941560232719,720575940613903778,13281
720575941560256371,720575940622667013,18742
720575941560263981,720575940619007296,51159
720575941560265966,720575940620794790,40546
720575941560266152,720575940634472590,38833
720575941560341107,720575940625784153,529665
720575941478675818,720575940627611142,52029
720575941478683555,720575940620473072,556461
720575941478686058,720575940624879655,19079
720575941478704234,720575940606590338,13283
720575941560162798,720575940628437291,10234
720575941560179983,720575940636508517,14897
720575941560205583,720575940624959496,512309
720575941560216079,720575940623368375,18373
720575941560096271,720575940627665545,15279
720575941560103795,720575940614183218,88000
720575941560113679,720575940629263888,13040
720575941560115983,720575940620244719,53089
720575941478718570,720575940618634107,84849
720575941478724175,720575940634526315,59968
720575941478768234,720575940632394777,42666
720575941478637792,720575940613710511,118069
720575941560070771,720575940623683018,62835
720575941559874831,720575940629757036,11137
720575941559892851,720575940615370635,23416
720575941441987023,720575940637650830,16384
720575941611389542,720575940614447922,65606
720575941442118607,720575940619850478,541570
720575941442159567,720575940630217086,512883
720575941442192079,720575940631119468,11321
720575941478807715,720575940627585028,85033
720575941478896352,720575940646288419,154230
720575941478980291,720575940617438016,17887
720575941478708842,720575940622971283,513603
720575941611313738,720575940640713843,38322
720575941611341898,720575940633185676,56218
720575941442352591,720575940647369507,15804
720575941559631219,720575940631587129,68708
720575941542125853,720575940615171003,516329
720575941508492417,720575940626524702,575669
720575941479030467,720575940623815100,38458
720575941479038371,720575940624142020,49295
720575941559541293,720575940615135998,92197
720575941559551247,720575940626553596,21225
720575941559559951,720575940615390119,521690
720575941559493421,720575940630009339,99161
720575941559304942,720575940633797530,32163
720575941559323630,720575940611954801,90393
720575941559351311,720575940640229437,74205
720575941479392224,720575940615060290,527364
720575941542484509,720575940621092487,350993
720575941542514268,720575940614187006,12266
720575941508451362,720575940626022074,13259
720575941687985135,720575940631591199,216960
720575941688006156,720575940639282008,32504
720575941479489359,720575940621522458,21165
720575941479497155,720575940627954375,72601
720575941479319715,720575940620423518,164401
720575941479329615,720575940626730127,45009
720575941559355151,720575940628090055,63764
720575941559414287,720575940620012253,11574
720575941559254317,720575940620750463,64232
720575941559064435,720575940626935143,58807
720575941559105295,720575940617720221,214983
720575941479592416,720575940635516084,134521
720575941479665999,720575940628207951,148054
720575941479434720,720575940621767306,22190
720575941479438304,720575940625112420,34224
720575941479448143,720575940621281485,69344
720575941611254858,720575940615990614,15931
720575941611018314,720575940635697380,44917
720575941610874598,720575940627362715,133115
720575941444895914,720575940628034108,121691
720575941610769126,720575940624624176,38730
720575941479763363,720575940605431840,125552
720575941479769474,720575940634258131,122745
720575941479785411,720575940615856267,96724
720575941479787906,720575940621925417,552553
720575941479855234,720575940625423290,21515
720575941479893327,720575940639459280,43506
720575941445096362,720575940608589323,20397
720575941559011620,720575940626621317,522918
720575941559017252,720575940630798378,16202
720575941559024366,720575940612803094,512220
720575941558647923,720575940617861755,120943
720575941542664284,720575940610199781,11373
720575941542610437,720575940639428174,532050
720575941542458204,720575940622262493,13883
720575941479988610,720575940640027637,158617
720575941479996546,720575940612856342,75897
720575941480003714,720575940616985030,15837
720575941480015584,720575940629517049,17307
720575941558860333,720575940616748756,18642
720575941558869540,720575940627424299,536997
720575941558889198,720575940620279131,104607
720575941558580260,720575940631103744,10044
720575941558599972,720575940624402173,10286
720575941558603300,720575940622787210,24688
720575941507745826,720575940636556718,40877
720575941507751447,720575940636479863,10834
720575941507874082,720575940653053857,102359
720575941543092060,720575940620354836,11065
720575941543051805,720575940631566700,29536
720575941508023169,720575940623312876,46857
720575941507894366,720575940628387663,550221
720575941558607396,720575940628884496,10989
720575941558640932,720575940620445062,12715
720575941558408686,720575940635751103,154065
720575941558413860,720575940619870656,25308
720575941558479375,720575940619646191,518476
720575941558510884,720575940630751031,10235
720575941480024143,720575940624728551,85975
720575941480046499,720575940629969111,100478
720575941558561139,720575940653770913,48679
720575941444962474,720575940631283727,23685
720575941610664621,720575940630137655,515950
720575941445110954,720575940640763507,11637
720575941445143210,720575940614367338,11509
720575941445081770,720575940623323319,19307
720575941610561354,720575940624339652,33052
720575941445707284,720575940640142141,14501
720575941480342496,720575940609871224,71670
720575941480353154,720575940613053146,544412
720575941480172930,720575940622953983,337014
720575941558268943,720575940628997123,17495
720575941558381860,720575940631499832,12177
720575941557948068,720575940614569944,99327
720575941557969444,720575940612951789,162905
720575941558044196,720575940609428178,89703
720575941557785380,720575940623822579,35599
720575941480417504,720575940623110804,85370
720575941480419919,720575940633791935,513647
720575941480490882,720575940623781611,512751
720575941480327107,720575940629012240,16819
720575941557838756,720575940631549202,13277
720575941557675428,720575940624330254,512201
720575941557738355,720575940626407820,40390
720575941609866726,720575940625544069,36160
720575941609437613,720575940634813536,10156
720575941447884820,720575940627001637,15995
720575941447914772,720575940635860058,160651
720575941609235302,720575940625047815,24043
720575941507677022,720575940624595132,211459
720575941480568288,720575940626820264,135216
720575941480608591,720575940653737889,41071
720575941480633218,720575940627196691,25288
720575941480645088,720575940636160112,78958
720575941448018196,720575940607170178,11765
720575941447874229,720575940644164718,114793
720575941557538319,720575940616349853,60413
720575941557539492,720575940611048154,24654
720575941557572516,720575940627373913,34181
720575941557401636,720575940627483413,142189
720575941557413284,720575940639088216,15575
720575941557473572,720575940613307033,17967
720575941557481124,720575940629490135,32563
720575941543881148,720575940622156148,59994
720575941507577925,720575940637308814,520039
720575941507497029,720575940613792296,11001
720575941543495965,720575940617467485,15439
720575941671043239,720575940624661031,544359
720575941556990735,720575940630839371,555293
720575941557099556,720575940631380695,518731
720575941480766338,720575940624023539,61817
720575941480772259,720575940630993194,521373
720575941480714626,720575940630404311,18134
720575941556877796,720575940623497340,35517
720575941556707620,720575940630121503,38685
720575941556761892,720575940626324755,39151
720575941480786630,720575940621582830,61989
720575941480799395,720575940624897516,10124
720575941480804806,720575940639697486,59045
720575941480749135,720575940631176877,22306
720575941480749507,720575940621291102,20151
720575941556787620,720575940631694050,53449
720575941608305261,720575940622999688,12702
720575941448063764,720575940634332570,12933
720575941448093972,720575940630121078,18811
720575941607857005,720575940621820540,514009
720575941448167956,720575940629464305,10769
720575941607564909,720575940629792060,12422
720575941480875715,720575940614386738,96721
720575941480917187,720575940627234069,13852
720575941480922242,720575940631763909,13984
720575941480940963,720575940627475722,514793
720575941480941903,720575940629153020,10034
720575941480954019,720575940621554112,12179
720575941480778882,720575940628169219,13601
720575941481010511,720575940611710322,522300
720575941481044899,720575940611068053,919289
720575941481069135,720575940631614924,79883
720575941556475620,720575940621768986,32785
720575941481070243,720575940633996444,11507
720575941481120675,720575940608085973,46094
720575941480984003,720575940622319913,522372
720575941556376292,720575940620110964,21570
720575941556379108,720575940629304702,11737
720575941556418788,720575940640460496,54149
720575941556437732,720575940619153136,530686
720575941556446436,720575940610610990,24997
720575941507392802,720575940619469147,105904
720575941544214021,720575940625847810,11295
720575941543684357,720575940623626986,28940
720575941481162575,720575940607825621,22028
720575941481232070,720575940629524780,41371
720575941556215716,720575940651933686,570638945
720575941556302308,720575940618156381,512269
720575941556338916,720575940635139439,20014
720575941556133459,720575940623673331,75836
720575941556195300,720575940645537902,12874
720575941556199652,720575940618086535,25046
720575941555942913,720575940629606641,529246
720575941507241495,720575940609417995,15394
720575941507242309,720575940634525792,12548
720575941507243333,720575940621082111,220203
720575941507271703,720575940621573291,23897
720575941507353413,720575940616045524,16728
720575941659123792,720575940619369688,15379
720575941448732494,720575940613739410,23143
720575941605500094,720575940621044863,521480
720575941605509054,720575940637957446,17378
720575941605134014,720575940621703373,11032
720575941605158078,720575940605115337,15251
720575941605174462,720575940640096976,12976
720575941605071294,720575940623902471,15005
720575941555732708,720575940623209703,514424
720575941555742035,720575940623274966,522345
720575941555752531,720575940627102280,11126
720575941555756371,720575940630881337,17420
720575941481419718,720575940615257300,25880
720575941481428303,720575940632943277,508595
720575941481263695,720575940609768345,30441
720575941481337679,720575940625815562,18122
720575941555664211,720575940627333378,16300
720575941555684516,720575940627942994,55940
720575941555695187,720575940627463043,565685
720575941555704403,720575940620271725,19486
720575941555706451,720575940625665405,516902
720575941555710547,720575940629312300,522432
720575941555503187,720575940618202539,80212
720575941481530298,720575940625609482,160226
720575941481376847,720575940632787863,41152
720575941481381117,720575940627732423,17093
720575941555637331,720575940626806046,513643
720575941555646692,720575940635395679,29942
720575941555411876,720575940614645610,40767
720575941555438337,720575940627744345,37458
720575941555455716,720575940633142498,63391
720575941555467748,720575940623742461,581135
720575941555490305,720575940639065472,25530
720575941555334401,720575940627583290,49251
720575941545047045,720575940627507185,19026
720575941481588221,720575940625056266,535725
720575941481600847,720575940634017453,520797
720575941555405313,720575940636029662,21406
720575941449384885,720575940625489160,12405
720575941449307741,720575940613422860,16667
720575941604585662,720575940628467830,17333
720575941449595485,720575940629477136,519894
720575941449780405,720575940615500030,11084
720575941449547101,720575940615961542,16966
720575941481812666,720575940606114476,43548
720575941481861373,720575940633552685,20334
720575941506819422,720575940626196313,532644
720575941545100476,720575940624007694,234811
720575941506966562,720575940622928764,511987
720575941545085445,720575940640277592,135790
720575941604241337,720575940632786586,521273
720575941555304193,720575940612710371,85585
720575941555321601,720575940643683744,13465
720575941555045530,720575940632769180,32597
720575941555122771,720575940616004255,27378
720575941481985475,720575940641173632,33037
720575941481726973,720575940620830448,43237
720575941554952858,720575940638204132,10844
720575941554726042,720575940626701886,60723
720575941554726810,720575940619436225,514666
720575941554731162,720575940631156431,35351
720575941554812243,720575940636160319,58085
720575941482146499,720575940653299617,25350
720575941481904570,720575940629495631,49773
720575941659225168,720575940633825561,435343
720575941449808053,720575940608971218,281216
720575941449971066,720575940632592609,40105
720575941604096502,720575940639368782,226132
720575941604103158,720575940630165463,555803
720575941604127478,720575940628844048,165295
720575941554660250,720575940639199977,31607
720575941554693018,720575940635341980,74599
720575941554701722,720575940639634304,12622
720575941482233027,720575940655014049,514625
720575941482284739,720575940630392879,24340
720575941482295037,720575940622693813,32420
720575941482309827,720575940625053186,20890
720575941482069133,720575940623274935,201369
720575941482086595,720575940627713284,11532
720575941554589412,720575940642459021,111964
720575941554611610,720575940631023567,15638
720575941482313402,720575940624996894,76505
720575941482323651,720575940632879917,19607
720575941482330819,720575940622828780,16103
720575941482334662,720575940623706365,44424
720575941482354115,720575940613992657,10645
720575941554464740,720575940615967377,19608
720575941554490369,720575940635188343,56480
720575941554309403,720575940638678616,513034
720575941554326170,720575940608603657,60292
720575941554393060,720575940629078011,38881
720575941554404123,720575940646050158,93231
720575941554213147,720575940637824575,543339
720575941554218579,720575940627214891,54559
720575941554220827,720575940631248940,17221
720575941506805573,720575940621581121,37597
720575941545418501,720575940632877869,22758
720575941688133871,720575940620714150,242405
720575941482473981,720575940624359432,522743
720575941482561990,720575940610082514,57881
720575941554276068,720575940619496640,42288
720575941554109668,720575940629521655,13700
720575941554138651,720575940623312107,20411
720575941482695354,720575940619551824,391643
720575941482703811,720575940625420290,327352
720575941506655292,720575940613751186,41407
720575941545642601,720575940631189817,14397
720575941545525128,720575940661338497,26137
720575941545489513,720575940612687346,111749
720575941554038426,720575940637468735,119709
720575941554057095,720575940634562917,22615
720575941450039221,720575940617557590,14127
720575941604056505,720575940625486357,17253
720575941450104910,720575940607245186,49449
720575941603732921,720575940607771972,53059
720575941603640310,720575940620731380,18127
720575941553905409,720575940620015201,166688
720575941553950874,720575940621554390,558353
720575941553979527,720575940622914548,103026
720575941553979546,720575940622860426,903403
720575941553999387,720575940628635751,13381
720575941554028698,720575940637106032,27140
720575941482647235,720575940641223888,11337
720575941482673149,720575940624827737,23906
720575941553836545,720575940627681103,98425
720575941553879431,720575940629665989,69870
720575941553743844,720575940615177099,514125
720575941553746660,720575940622296573,46590
720575941482957309,720575940639733211,20773
720575941483038394,720575940638955864,31920
720575941483051462,720575940611953635,42897
720575941553773191,720575940631214556,51252
720575941553773959,720575940629449027,25179
720575941553780871,720575940632211015,14726
720575941553786010,720575940640228736,20499
720575941553792410,720575940638630563,530021
720575941553803091,720575940612451223,108564
720575941553644698,720575940621808716,24379
720575941553670791,720575940625502666,11066
720575941553709651,720575940606992395,42358
720575941553542683,720575940652427254,77567
720575941553550471,720575940611976618,14801
720575941553551495,720575940626745987,26413
720575941483127738,720575940627109123,23149
720575941483182790,720575940625595696,15570
720575941553577217,720575940630169764,85781
720575941553602439,720575940637317053,52571
720575941553445459,720575940630833786,62138
720575941553509255,720575940624284493,51016
720575941483266246,720575940612488341,11334
720575941483274950,720575940627412123,512182
720575941483297222,720575940636343147,11691
720575941450205109,720575940621599741,28901
720575941450206301,720575940631112223,903689
720575941450163790,720575940623026876,137936
720575941603691198,720575940603453542,99551
720575941659261520,720575940632737081,529549
720575941450294877,720575940624784115,29604
720575941450247517,720575940636505957,17438
720575941659268176,720575940624377323,521661
720575941483304902,720575940629212887,15566
720575941483330301,720575940612968421,20542
720575941483358717,720575940630671734,35630
720575941483405766,720575940622495487,105454
720575941603056318,720575940625818501,47504
720575941553369171,720575940635435159,53571
720575941553382483,720575940622018698,28655
720575941553418267,720575940612143075,511839
720575941553272065,720575940640766336,24114
720575941553101569,720575940635093785,126075
720575941546354364,720575940616973313,113148
720575941546424500,720575940604471473,76725
720575941546301033,720575940616100497,423427
720575941506371493,720575940611527794,28254
720575941506445733,720575940628952579,32054
720575941546239156,720575940642492360,518980
720575941546173876,720575940629091431,19828
720575941553161499,720575940624083484,43183
720575941553175175,720575940624395292,62218
720575941553175194,720575940624140732,60416
720575941553187226,720575940609592674,25267
720575941553023038,720575940638398773,173226
720575941553050503,720575940631347011,14419
720575941483750586,720575940627930630,513287
720575941483766458,720575940640372021,13832
720575941552883774,720575940623652083,34407
720575941552888730,720575940612874536,525844
720575941552893246,720575940628334342,21790
720575941552904510,720575940639884878,34051
720575941552922686,720575940609643017,11796
720575941483810490,720575940621283760,71991
720575941483828154,720575940615394527,22115
720575941483704762,720575940623717639,18313
720575941483707834,720575940631270954,16929
720575941483721146,720575940617542872,524753
720575941552969555,720575940610536290,20749
720575941602854841,720575940618594117,15821
720575941450506830,720575940627949589,10026
720575941602323897,720575940627432680,10924
720575941450710350,720575940623164856,100451
720575941601983990,720575940633697983,107303
720575941483859898,720575940623111679,21778
720575941483870138,720575940632915281,10852
720575941483905021,720575940605360817,521020
720575941483911933,720575940632273233,40383
720575941483943421,720575940619276459,29959
720575941483780026,720575940624335689,23134
720575941450811470,720575940605976521,152496
720575941552814398,720575940635175023,36144
720575941552862014,720575940623383432,14588
720575941552711998,720575940613082282,536398
720575941552745243,720575940610683342,46321
720575941552768062,720575940622263066,12039
720575941552590910,720575940610264490,26687
720575941552591678,720575940620494795,96303
720575941483968509,720575940614059882,10912
720575941483980474,720575940648342905,50639
720575941552623873,720575940628493572,14507
720575941552649882,720575940633908148,39125
720575941552688702,720575940612730538,108285
720575941600774185,720575940613865110,22066
720575941451015802,720575940603599206,21360
720575941600640809,720575940631401698,65170
720575941600662825,720575940637515182,13067
720575941450924622,720575940612062426,25927
720575941659273040,720575940620399787,12295
720575941552407687,720575940620346305,82042
720575941552494079,720575940640062005,286259
720575941552497031,720575940639650126,122827
720575941484195514,720575940623786376,11662
720575941546652348,720575940639179891,13778
720575941546623676,720575940604910270,12523
720575941546632636,720575940638616030,18853
720575941506142021,720575940635886057,176438
720575941505988165,720575940616167986,14387
720575941506242583,720575940628087887,24633
720575941506304828,720575940622276744,13503
720575941552246271,720575940636080479,14423
720575941552258075,720575940627173578,55412
720575941552313883,720575940621398348,38245
720575941552210175,720575940631275601,14517
720575941484394125,720575940612950642,12035
720575941484142733,720575940619792566,80967
720575941484144390,720575940631483167,24153
720575941484148621,720575940621413803,16996
720575941484166074,720575940618172509,20103
720575941552222599,720575940621945385,122734
720575941552229887,720575940622779076,268363
720575941552106239,720575940627091206,15228
720575941552124415,720575940627888144,32824
720575941552146431,720575940630734895,153106
720575941484678797,720575940619719668,28471
720575941484212221,720575940615453438,12832
720575941484239357,720575940614827183,21171
720575941552163583,720575940615798470,531859
720575941552164095,720575940611638258,521527
720575941552168987,720575940619168216,48288
720575941552009727,720575940632307025,10676
720575941552013055,720575940622264444,28856
720575941552068743,720575940628460968,72214
720575941552094463,720575940619249061,31634
720575941451023482,720575940620017261,35469
720575941599758121,720575940626094350,519878
720575941599139264,720575940626520402,420561
720575941451941498,720575940633165452,10664
720575941505877564,720575940630765047,83653
720575941484757570,720575940610578405,42980
720575941484828934,720575940634414999,120898
720575941484864262,720575940627910021,19210
720575941484965186,720575940623743892,11443
720575941551922238,720575940611521778,22736
720575941551948543,720575940636610671,11554
720575941551956763,720575940630466346,37009
720575941551991295,720575940645047831,10177
720575941551993735,720575940617779781,78507
720575941552002815,720575940632634532,20643
720575941688250998,720575940631629160,15286
720575941688189935,720575940625878160,10654
720575941505785623,720575940605793894,94737
720575941505915682,720575940645697828,517268
720575941551865115,720575940639621702,76490
720575941551868671,720575940623271894,12240
720575941551871544,720575940621399679,580987
720575941551771015,720575940626435728,31826
720575941551800382,720575940634441102,83143
720575941551613211,720575940636994111,519348
720575941551640711,720575940625176957,31760
720575941551658495,720575940610586597,541479
720575941551688839,720575940638401845,39483
720575941551323015,720575940618057595,41902
720575941485464717,720575940620899964,177548
720575941485502726,720575940623145876,95889
720575941485269645,720575940616723549,164103
720575941551514174,720575940603479910,88408
720575941551556967,720575940632302161,146756
720575941485417026,720575940615462587,518544
720575941485435458,720575940610893738,43440
720575941551198463,720575940614056810,523868
720575941550687805,720575940647586948,256420
720575941550716478,720575940614789900,30751
720575941550751231,720575940637591622,34443
720575941550832702,720575940632032360,122927
720575941599034560,720575940627368723,11491
720575941598950556,720575940619757366,11475
720575941452032122,720575940621380220,22880
720575941452039802,720575940631152440,292082
720575941452055162,720575940629870843,13896
720575941451958343,720575940611765032,66518
720575941598975424,720575940637323071,519982
720575941485733126,720575940635596901,189107
720575941485766541,720575940655750305,24568
720575941485816386,720575940628537470,516828
720575941598800576,720575940613081250,520895
720575941598734748,720575940631247431,174444965
720575941550606591,720575940618229853,807396
720575941485827981,720575940621636109,38120
720575941485886672,720575940621068996,125886
720575941485902288,720575940630131919,93287
720575941485697090,720575940615645625,145663
720575941485705478,720575940615301009,78620
720575941550286708,720575940613221585,11656
720575941550352895,720575940619977398,55081
720575941550355774,720575940631289484,19674
720575941550373694,720575940619272980,512475
720575941550401086,720575940637530084,16307
720575941550197247,720575940629910011,27291
720575941485819277,720575940639080932,36373
720575941550234685,720575940618802811,20223
720575941550239037,720575940620689517,533590
720575941550240829,720575940612319155,37275
720575941550147956,720575940630222812,82376
720575941550148724,720575940632722771,11598
720575941550175549,720575940624863015,516322
720575941550196797,720575940629502251,11365
720575941550036513,720575940615310604,23893
720575941486125008,720575940625631896,58799
720575941550106623,720575940640858019,512575
720575941549945343,720575940621215659,527122
720575941549976609,720575940604903298,36014
720575941549997885,720575940621953264,40378
720575941549999137,720575940605583136,517548
720575941550012733,720575940607641557,525115
720575941598584768,720575940624117528,10738
720575941452429690,720575940609082180,16885
720575941598469276,720575940629543409,12299
720575941549876223,720575940631173120,39503
720575941486437954,720575940627015196,10274
720575941486444866,720575940614829730,29066
720575941547969313,720575940630271336,84528
720575941547718461,720575940620632369,67107
720575941547476148,720575940624683620,86380
720575941505261874,720575940617650203,35377
720575941505315607,720575940622028435,47463
720575941505379237,720575940629911084,68254
720575941549579553,720575940617446449,98952
720575941549730337,720575940637922367,22926
720575941549504061,720575940625806996,45943
720575941486555277,720575940627523102,69938
720575941549554721,720575940626023001,16651
720575941549325089,720575940625877178,60190
720575941549444980,720575940616630557,155395
720575941549448225,720575940626097482,36371
720575941549450557,720575940631186432,27158
720575941549464575,720575940613829535,19269
720575941549093236,720575940639088885,220770
720575941486639366,720575940626565528,127498
720575941486642317,720575940631716516,53305
720575941486484486,720575940635449230,21029
720575941486514061,720575940618776833,67984
720575941598148032,720575940604543968,22807
720575941452980551,720575940623748615,26720
720575941452913735,720575940652114422,40260
720575941597959324,720575940616042681,103072
720575941452994631,720575940611621166,13953
720575941452995655,720575940617483318,225829
720575941548641085,720575940648180868,15254
720575941548680308,720575940631372369,25184
720575941548759412,720575940629364483,49802
720575941548764532,720575940636286298,55208
720575941548374388,720575940642908813,96404
720575941486680717,720575940630610042,524968
720575941486684226,720575940620823828,13873
720575941486575426,720575940626092302,15347
720575941486591810,720575940620717551,518234
720575941486597442,720575940622467113,11422
720575941548403261,720575940622321663,42678
720575941548428916,720575940628245607,28387
720575941548429684,720575940624335909,39137
720575941548231048,720575940624365500,216778
720575941548246920,720575940626727301,13901
720575941548247924,720575940631086407,61884
720575941486700098,720575940623062515,11830
720575941486708290,720575940618886449,16497
720575941486716813,720575940611930481,14514
720575941486644365,720575940618509878,22899
720575941486650576,720575940626097681,92161
720575941486650690,720575940630659535,514036
720575941486662096,720575940626324357,49108
720575941548288116,720575940621287201,512792
720575941548122173,720575940625161008,26520
720575941548126344,720575940617842196,44362
720575941548166177,720575940632155207,542058
720575941548168072,720575940623307303,531169
720575941548179060,720575940633298380,82421
720575941486761990,720575940630733884,534040
720575941486797574,720575940620343345,21970
720575941486685250,720575940622994312,522430
720575941486694210,720575940613481256,389641
720575941548182152,720575940613109410,29893
720575941548210977,720575940631809091,76140
720575941548220808,720575940622653795,517052
720575941548222324,720575940623103724,38729
720575941547978557,720575940610814682,117828
720575941548028276,720575940636702174,524945
720575941486808070,720575940630318533,12951
720575941486815238,720575940617432065,12092
720575941486817286,720575940645057828,522972
720575941486820358,720575940629515258,34686
720575941486832646,720575940614956072,11722
720575941548066184,720575940634560922,531132
720575941548114237,720575940631365203,74987
720575941547779208,720575940635389808,158447
720575941486956429,720575940638183795,75677
720575941486806278,720575940614574994,13515
720575941547915581,720575940624712906,63961
720575941597457564,720575940633710756,11316
720575941453086535,720575940628397775,16569
720575941702564314,720575940632754003,18338
720575941596702597,720575940629176007,21140
720575941596641413,720575940606649865,27024
720575941547654177,720575940628237415,38541
720575941504723906,720575940641229520,513968
720575941548192136,720575940644590116,224922
720575941548240957,720575940625932944,44510
720575941504806565,720575940619263937,12384
720575941487116098,720575940623877475,807870
720575941547447988,720575940608379915,19387
720575941547452084,720575940625747812,11298
720575941547543073,720575940624595893,59911
720575941547571517,720575940624961667,33904
720575941547368072,720575940640199357,516344
720575941504602418,720575940632043320,521298
720575941548303752,720575940627660135,541412
720575941548340104,720575940618398878,20398
720575941504657346,720575940647463459,26285
720575941670299303,720575940653742753,33185
720575941504673730,720575940629578737,16135
720575941504685762,720575940618184896,116137
720575941547409588,720575940613837566,43203
720575941547422388,720575940624465702,17412
720575941547432116,720575940626227774,28683
720575941547258401,720575940636118452,14984
720575941548493857,720575940624679463,12180
720575941504555570,720575940634224540,23826
720575941548351549,720575940632530913,13656
720575941487488821,720575940637671552,14193
720575941547293108,720575940622166998,42334
720575941547117748,720575940626530456,22084
720575941547204488,720575940633195148,14907
720575941488054480,720575940634362323,59459
720575941504258866,720575940629380559,599670920
720575941549109281,720575940624429389,28424
720575941504328791,720575940613915823,923203
720575941548983585,720575940624062612,160011
720575941548745332,720575940614602655,42475
720575941548655496,720575940623037720,556329
720575941454079539,720575940645528430,511990
720575941454260275,720575940626936324,13891
720575941596580485,720575940634263706,154101
720575941596525445,720575940626742769,43289
720575941454569523,720575940634599615,36260
720575941454607411,720575940627303697,33545
720575941596234865,720575940621203632,21557
720575941596195697,720575940619729286,17012
720575941488176181,720575940624818434,38571
720575941488181456,720575940632351898,60609
720575941488189904,720575940615755147,11054
720575941487783888,720575940625454162,18050
720575941488011216,720575940645693220,124737
720575941454913075,720575940619038366,10213
720575941547012232,720575940632414738,55447
