BANC,FAFB,MCNS
720575941562846888,720575940630588101,38711
720575941490249166,720575940622870349,44315
720575941562710162,720575940612020453,107686
720575941490285006,720575940636004975,19753
720575941490353383,720575940603067360,47077
720575941525735938,720575940610877098,32451
720575941525761613,720575940623438571,126002
720575941525463577,720575940637111012,48566
720575941525467673,720575940620378278,53599
720575941525555225,720575940632676377,55281
720575941574435579,720575940625659431,98676
720575941477380382,720575940629739068,45062
720575941574285711,720575940614147123,104990
720575941506174373,720575940618002644,22772
720575941506180642,720575940640026045,454614
720575941477437492,720575940646436899,23555
720575941574320905,720575940615634589,516431
720575941525185538,720575940612508053,13109
720575941525208141,720575940612499662,22510
720575941524905218,720575940626451081,24710
720575941524921346,720575940604381886,66370
720575941524937037,720575940620595113,45254
720575941506310821,720575940607178709,512720
720575941506229889,720575940620915224,38848
720575941506237500,720575940624910887,10689
720575941506248215,720575940618234704,20016
720575941524937730,720575940628584954,55126
720575941524957028,720575940616341563,47326
720575941574238984,720575940640353845,168444
720575941574105609,720575940629187065,512085
720575941477577524,720575940622633693,105616
720575941477521473,720575940621086157,32336
720575941506395301,720575940626183049,49436
720575941506407553,720575940623543309,533088
720575941506427461,720575940609903602,83289
720575941506287639,720575940603713248,108160
720575941477600820,720575940622713929,20783
720575941690311387,720575940645941102,162742
720575941524815204,720575940631639404,30098
720575941524721739,720575940642506459,13613
720575941506450492,720575940631393495,57792
720575941506487205,720575940628724012,37278
720575941524433227,720575940607657308,25498
720575941524479307,720575940630004431,20888
720575941524290123,720575940646094359,46003
720575941477820266,720575940615181273,194774
720575941477866305,720575940630243804,14639
720575941573733448,720575940624111880,88374
720575941506507870,720575940637509958,54365
720575941506514757,720575940620814145,520152
720575941506516037,720575940618475992,514996
720575941506531749,720575940632528045,44247
720575941506534178,720575940626806012,40500
720575941506543906,720575940620991582,26274
720575941506430524,720575940634147991,513932
720575941477985386,720575940620352459,16876
720575941478092650,720575940628072130,16272
720575941478195265,720575940624448956,14046
720575941478387306,720575940620983902,16506
720575941524210763,720575940627812168,66284
720575941524246347,720575940608335746,14053
720575941489638094,720575940630058752,14246
720575941563364264,720575940632027473,539167
720575941563323048,720575940610923618,16834
720575941489966311,720575940605762406,122016
720575941563207319,720575940627418750,44152
720575941506552997,720575940616987097,21115
720575941523966820,720575940638909429,222690
720575941523626743,720575940632666649,159249
720575941523667275,720575940628523113,96253
720575941523788363,720575940603926188,104734
720575941523482871,720575940642770592,530362
720575941523493111,720575940640791155,31042
720575941506726469,720575940606641842,27457
720575941506736956,720575940622675421,10552
720575941506745950,720575940631403996,18309
720575941506792471,720575940624265511,21993
720575941489375797,720575940616261844,156614
720575941563483816,720575940626768442,10434
720575941563453096,720575940624987529,39097
720575941563344552,720575940620752408,906020
720575941523572471,720575940616333627,42154
720575941478429802,720575940632524559,10967
720575941478473066,720575940607687260,16083
720575941478529642,720575940627377863,113898
720575941478654176,720575940623160757,51180
720575941573267784,720575940615288276,515804
720575941478672490,720575940620912987,12475
720575941478705770,720575940634458719,10223
720575941489207605,720575940604284128,217516
720575941563484818,720575940620578645,43698
720575941506676247,720575940619616123,102217
720575941506699358,720575940613708967,44304
720575941506715415,720575940635967118,47042
720575941690120344,720575940636596148,170115
720575941523319799,720575940610669042,803237
720575941507056197,720575940639627334,52171
720575941507062807,720575940625353736,12635
720575941488225488,720575940625310014,13537
720575941488264144,720575940626016911,16020
720575941488344528,720575940627666600,54845
720575941563670882,720575940628874395,46278
720575941488678197,720575940617532062,523956
720575941563551656,720575940620122561,13578
720575941523142647,720575940625437698,24099
720575941523188043,720575940626093553,908793
720575941523264759,720575940621019674,28582
720575941523017207,720575940618126203,19153
720575941523018487,720575940614756589,11123
720575941523043063,720575940620774388,529104
720575941523079671,720575940626799920,514025
720575941507124247,720575940633214279,62131
720575941507131927,720575940627329798,26037
720575941507181079,720575940639297408,520333
720575941506919553,720575940619061851,41930
720575941506978433,720575940630119224,37485
720575941507046529,720575940631621843,50012
720575941507049239,720575940654094241,13443
720575941507243845,720575940620303380,514483
720575941507249221,720575940625863728,15326
720575941507065111,720575940612058543,15485
720575941507073303,720575940620468718,10117
720575941507079703,720575940626319235,15988
720575941507102081,720575940625602818,18623
720575941522509303,720575940630879548,14671
720575941522636023,720575940603045804,102283
720575941522667511,720575940637852590,100866
720575941522269431,720575940626375785,127912
720575941522430967,720575940635818175,34877
720575941522467798,720575940632893497,517488
720575941507298583,720575940629955372,14461
720575941507182615,720575940603714272,81161
720575941507205143,720575940605162924,13104
720575941507243589,720575940621119061,12443
720575941522203383,720575940629226044,406121
720575941690130584,720575940627585286,65379
720575941478710914,720575940634583577,46107
720575941572933129,720575940616088991,26825
720575941572937288,720575940623852873,513033
720575941478871715,720575940626481964,107858
720575941572907336,720575940611718885,52728
720575941572717576,720575940631994193,125440
720575941507268446,720575940625323326,21879
720575941507297605,720575940640470387,12973
720575941572742558,720575940633323039,520024
720575941572710046,720575940615201211,19349
720575941521458867,720575940631836728,11857
720575941521504179,720575940618362203,42720
720575941521570231,720575940640771547,88056
720575941521330355,720575940612422696,13001
720575941521356791,720575940617145361,111286
720575941507437381,720575940624943504,11089
720575941507457349,720575940613490841,22086
720575941507351169,720575940618629592,42300
720575941521385399,720575940621689727,10847
720575941521403827,720575940604714208,142590
720575941521274551,720575940629805950,10218
720575941521322679,720575940610389873,13441
720575941521111223,720575940632644639,15303
720575941521155767,720575940630448431,110166
720575941521223415,720575940628308904,61937
720575941507510551,720575940625934973,31308
720575941507521303,720575940621346836,14833
720575941507540293,720575940606362912,514748
720575941507541598,720575940628050950,521584
720575941507542562,720575940635089433,18116
720575941521225143,720575940615808029,22473
720575941572671240,720575940627977415,128424
720575941572698014,720575940633447394,22870
720575941479416544,720575940615613396,38800
720575941479284960,720575940627546750,10199
720575941479563650,720575940631543414,519337
720575941479489154,720575940625765306,160889
720575941572468126,720575940635891546,74561
720575941507564869,720575940624389988,563816
720575941507568709,720575940621519130,10543
720575941507484997,720575940614432918,513058
720575941572471454,720575940636656632,10520
720575941520912823,720575940641227136,16469
720575941507605829,720575940610877077,26427
720575941507619874,720575940613463954,25625
720575941507543621,720575940630068327,48574
720575941520626099,720575940605135038,523806
720575941520646583,720575940645709348,90646
720575941520296631,720575940623139732,32990
720575941507719006,720575940633984924,21166
720575941507817054,720575940611586227,18038
720575941520171767,720575940621595399,224261
720575941520174771,720575940635430030,23159
720575941520250291,720575940617986089,423539
720575941479543776,720575940644542880,29086
720575941572464798,720575940624991495,555795
720575941564227218,720575940637244905,29506
720575941487149378,720575940618594022,10713
720575941668526067,720575940624974473,31334
720575941487737040,720575940649451129,62751
720575941564026112,720575940628561155,17509
720575941480020866,720575940657858433,34464
720575941480067523,720575940612570993,33813
720575941666660595,720575940619548799,14446
720575941480121474,720575940628392786,65756
720575941571764987,720575940640258613,121520
720575941571900232,720575940619346102,342502
720575941519959768,720575940644570932,40218
720575941519971507,720575940627175445,31474
720575941507864098,720575940618048724,28574
720575941519657582,720575940604938156,12525
720575941519664600,720575940619435655,23446
720575941508132702,720575940620929345,152763
720575941508146978,720575940637662697,12657
720575941508147746,720575940650119289,10627
720575941519828334,720575940628630315,20619
720575941519831512,720575940616915753,577902084
720575941519584947,720575940627716081,64837
720575941519594606,720575940621312773,10830
720575941519595447,720575940623993015,85275
720575941564333714,720575940630209658,227551
720575941486866829,720575940617289782,29702
720575941508274192,720575940620903551,511914
720575941508298786,720575940611772083,13633
720575941508318046,720575940620565339,19170
720575941508332560,720575940625033998,518482
720575941508375390,720575940613636325,11657
720575941508394018,720575940627427859,13282
720575941519611319,720575940622364254,73582
720575941519614318,720575940631957644,64667
720575941519628910,720575940627090521,196554
720575941519509870,720575940621765313,12763
720575941519525592,720575940640971995,13356
720575941519556462,720575940632898273,124227
720575941519571895,720575940623852996,186081
720575941571901000,720575940611877841,11869
720575941480456928,720575940622706420,29139
720575941480383139,720575940646439044,57232
720575941480469984,720575940620346795,13058
720575941486620045,720575940616066705,17987
720575941564569600,720575940618702676,29804
720575941486693517,720575940612335714,23160
720575941564422290,720575940624403843,556847
720575941564432786,720575940632296519,555457
720575941564353170,720575940629330426,15079
720575941486910470,720575940621236596,18305
720575941570138612,720575940625110967,16328
720575941480587394,720575940645834275,67982
720575941519402456,720575940621088500,512070
720575941519453550,720575940632472850,10732
720575941519459950,720575940610487410,32608
720575941519463278,720575940632043576,10281
720575941519464046,720575940626730883,13805
720575941519340723,720575940621050759,543332
720575941519368627,720575940628137577,108555
720575941519401911,720575940635764671,11888
720575941519241176,720575940645352814,10582
720575941519246296,720575940627847752,12752
720575941519301804,720575940628653711,129029
720575941519324014,720575940616856605,139410
720575941519334572,720575940637416026,31189
720575941508604033,720575940610501571,24056
720575941508608385,720575940624351273,20123
720575941508471824,720575940645556334,516930
720575941508524417,720575940655940001,95075
720575941508526370,720575940639494528,27249
720575941519158488,720575940618910075,142238
720575941519192792,720575940612387474,227788
720575941519069868,720575940607648267,123654
720575941519077486,720575940613010837,64430
720575941519100332,720575940627245585,15133
720575941519104940,720575940614058719,28191
720575941519109292,720575940616127931,14795
720575941519123628,720575940629860815,39422
720575941519124396,720575940616440537,83827
720575941519132343,720575940633246399,37383
720575941508728449,720575940624094793,49228
720575941508589953,720575940620508912,517643
720575941519016046,720575940625790778,20007
720575941519031980,720575940634172267,22185
720575941518945459,720575940634525303,48565
720575941480480963,720575940635355804,12771
720575941480655746,720575940610545561,159797
720575941569836914,720575940625420986,11182
720575941569855090,720575940628012903,521069
720575941667205553,720575940623371920,41114
720575941480730019,720575940621746300,41720
720575941480740738,720575940619655685,20040
720575941569814130,720575940631672268,19206
720575941508832978,720575940638752053,25648
720575941508849281,720575940619882868,46181
720575941508851472,720575940604324017,38017
720575941508876929,720575940620227264,81745
720575941508686686,720575940623636701,10473
720575941480780451,720575940619744496,15063
720575941518702775,720575940613152423,544496
720575941518794668,720575940631662648,13499
720575941518818220,720575940617089241,1051062549
720575941668456691,720575940622892045,30169
720575941564631394,720575940622287228,72367
720575941508912656,720575940622280447,515304
720575941508990674,720575940622089057,532837
720575941508990736,720575940613834207,54697
720575941509042386,720575940636591326,23320
720575941509180801,720575940614775592,512273
720575941518509495,720575940620541099,10377
720575941518644440,720575940629620779,78706
720575941518329772,720575940630509098,70691
720575941518368216,720575940616812217,26220
720575941509646034,720575940629696323,41839
720575941486413709,720575940626901136,10361
720575941564700928,720575940629952300,18911
720575941564705431,720575940628074199,151517
720575941564726016,720575940629967703,33396
720575941564730880,720575940618340057,10448
720575941668336883,720575940629524483,36593
720575941486612034,720575940630085583,10975
720575941518404974,720575940607378633,142338522
720575941518177964,720575940631095158,20162
720575941480784258,720575940631122191,10589
720575941569556980,720575940623103017,27322
720575941569592690,720575940639654515,20344
720575941689913051,720575940623917838,549223
720575941569524474,720575940650926326,515294
720575941509464530,720575940629090203,64648
720575941509529872,720575940634666466,565155
720575941481054115,720575940626311049,915443
720575941518030508,720575940622445097,43628
720575941510044882,720575940622042662,50415
720575941510080784,720575940622156799,520764
720575941509750226,720575940621259875,15951
720575941509832914,720575940613752547,24272
720575941517559980,720575940638583869,52616
720575941517682392,720575940623901415,21870
720575941517875628,720575940623634876,117806
720575941517218476,720575940613054887,33001
720575941517260435,720575940631999685,10019
720575941564808802,720575940621940518,131515
720575941510233616,720575940609025092,15650
720575941510284754,720575940614341938,45211
720575941510361298,720575940603786686,30929
720575941510475536,720575940629327659,523769
720575941516990355,720575940628771436,808454
720575941516994963,720575940634473497,185871
720575941517035411,720575940615062312,580850
720575941517040019,720575940628781828,11287
720575941517047662,720575940613442070,31096
720575941565091847,720575940632178892,15156
720575941485870402,720575940610740889,36981
720575941569478394,720575940607854531,32223
720575941569401588,720575940615998091,48645
720575941569342452,720575940622570278,91310
720575941569361658,720575940622707592,556570
720575941569365242,720575940618426021,558778
720575941569233266,720575940613429811,13789
720575941569105658,720575940621530117,10499
720575941510847248,720575940618769718,21270
720575941510642192,720575940623468691,523329
720575941510651152,720575940611108676,10447
720575941510663122,720575940630336463,32917
720575941516800147,720575940611531986,13638
720575941516830636,720575940628953559,91204
720575941516851347,720575940613072382,89773
720575941516868243,720575940635554958,35746
720575941516877715,720575940635736183,115755
720575941516563449,720575940620250294,227905
720575941511028178,720575940630214526,73484
720575941510805008,720575940615592821,150301
720575941510825744,720575940617022779,18288
720575941516762515,720575940627302908,56906
720575941516501395,720575940639139187,20706
720575941516511660,720575940622366983,62634
720575941511270610,720575940616376287,62405
720575941511370194,720575940604407468,13064
720575941510968080,720575940625764745,514372
720575941516427257,720575940619452795,521607
720575941568708398,720575940622303446,10840
720575941568417582,720575940613579943,12031
720575941568317230,720575940633251320,46875
720575941667726323,720575940633956191,18836
720575941516320403,720575940633007928,61226
720575941516339449,720575940622102561,35700
720575941516237817,720575940627771279,63701
720575941516271450,720575940604783136,12621
720575941516280163,720575940614808883,138259
720575941516280922,720575940612718563,10253
720575941516185690,720575940626813010,67573
720575941516202668,720575940622136129,26429
720575941511401682,720575940615750318,130272750
720575941511439058,720575940630496374,10495
720575941511469522,720575940620249941,520008
720575941511476690,720575940632495135,12157
720575941511189836,720575940616356672,90710
720575941516222457,720575940625204301,63267
720575941516227674,720575940635774071,26862
720575941516228442,720575940607774044,13009
720575941516229475,720575940632903737,519410
720575941516232026,720575940622674835,516291
720575941516123907,720575940618682526,115666
720575941516131674,720575940618902326,11376
720575941511508690,720575940602382304,30705
720575941511563218,720575940627173834,109540
720575941511590354,720575940626909768,20549
720575941511593938,720575940631097462,99882
720575941511598290,720575940627543171,66309
720575941511378130,720575940624713660,83783
720575941516151299,720575940628154562,15685
720575941516153849,720575940627907884,15798
720575941516155226,720575940616946900,556376
720575941516169977,720575940637210334,13273
720575941511647564,720575940628915718,67807
720575941511704908,720575940610311025,52964
720575941511712722,720575940633611490,523029
720575941511499218,720575940621136961,34172
720575941516096003,720575940606212786,58311
720575941515968858,720575940611014570,18838
720575941515969123,720575940631168057,11374
720575941515994515,720575940618633944,63273
720575941565174167,720575940610814833,118234
720575941511808210,720575940641372112,212914
720575941511832273,720575940630404664,518094
720575941511849036,720575940621515391,79615
720575941511886412,720575940626447848,31988
720575941511963212,720575940628889551,28400
720575941512068684,720575940632024109,55713
720575941511599314,720575940612358642,11064
720575941516023699,720575940611810001,71443
720575941516056154,720575940622129449,48584
720575941515951459,720575940614648273,14567
720575941565321314,720575940630269689,20602
720575941565262390,720575940631250744,25755
720575941565294646,720575940624045460,44324
720575941668202995,720575940634336887,34864
720575941515951619,720575940640922331,516450
720575941515954531,720575940611027246,73303
720575941515908355,720575940624094973,43368
720575941515909379,720575940626416145,36832
720575941515910659,720575940637079359,21892
720575941515922778,720575940624977847,11859
720575941515923546,720575940619073620,904854
720575941515848185,720575940604831264,118996
720575941515862883,720575940634815327,138616
720575941515868931,720575940638743667,14286
720575941515880035,720575940614768168,531866
720575941515882499,720575940603956838,31859
720575941512515907,720575940640962158,29930
720575941512563921,720575940621047888,17836
720575941512630348,720575940605173705,529563
720575941512113873,720575940620718575,165111
720575941512247372,720575940616632891,102944
720575941512258892,720575940624362227,77177
720575941484801602,720575940622987400,125437
720575941512802115,720575940623314765,120949
720575941515885315,720575940603201452,14543
720575941482223299,720575940613864401,18493
720575941482324675,720575940623069001,16822
720575941482330307,720575940624137624,20784
720575941567626484,720575940628206439,540260
720575941567504430,720575940631933767,518902
720575941484054013,720575940636411534,17882
720575941565418503,720575940635263383,25369
720575941567584302,720575940604643872,518222
720575941567478386,720575940622137633,917601
720575941515813987,720575940619266987,121580
720575941515815673,720575940632985261,523643
720575941515836819,720575940629453694,201695766
720575941515840867,720575940614549666,49916
720575941515752794,720575940612970151,214767
720575941515763459,720575940630840493,14540
720575941515774019,720575940631693354,12126
720575941515597891,720575940655000737,14777
720575941513197009,720575940624008777,41384
720575941513217379,720575940619905404,543506
720575941512931148,720575940642506184,210253
720575941512954321,720575940629103468,26621
720575941515630947,720575940629421159,800845
720575941515668995,720575940636008559,25047
720575941515688259,720575940636444479,74478
720575941515710051,720575940623318566,512296
720575941515512931,720575940621650712,514384
720575941513295057,720575940634761208,238209
720575941513374673,720575940604444081,20997
720575941513101411,720575940618590923,580653
720575941513116762,720575940628252751,26452
720575941515548515,720575940644758308,513057
720575941515581177,720575940622693414,143928
720575941515372025,720575940614822742,524809
720575941515382851,720575940627084905,17752
720575941515390611,720575940631379449,23396
720575941513444089,720575940625612474,36368
720575941513502819,720575940622202150,49334
720575941515445059,720575940617942336,47433
720575941515305306,720575940646142004,925375
720575941515332675,720575940648768377,144305
720575941565858151,720575940631342843,96122
720575941483793338,720575940610716770,53919
720575941483850749,720575940613622501,27346
720575941483910909,720575940612067242,17671
720575941565712023,720575940634702431,184224
720575941565694262,720575940610872014,12894
720575941567148078,720575940628690423,955898
720575941566866478,720575940618121506,39459
720575941482666950,720575940617797169,64365
720575941482956998,720575940610083682,19043
720575941566679598,720575940622135757,23747
720575941566702183,720575940631989473,13290
720575941482950854,720575940626238666,66652
720575941482952445,720575940622330582,19794
720575941566655335,720575940628793621,11252
720575941513592052,720575940635806638,548227
720575941513630554,720575940625834554,37835
720575941513654993,720575940611946194,45134
720575941482970310,720575940617296029,13022
720575941515242051,720575940610501093,29979
720575941515244890,720575940630519035,81385
720575941515257923,720575940620678772,11405
720575941515283523,720575940631647043,69650
720575941513844300,720575940615405718,520182
720575941513684044,720575940632229913,25661
720575941513720979,720575940619389168,129436
720575941513721593,720575940638927960,55739
720575941515204163,720575940616693531,556038
720575941515208953,720575940620307803,33105
720575941515210051,720575940635852901,13756
720575941515224131,720575940625417353,31365
720575941515237731,720575940606758667,30457
720575941515152195,720575940630425083,11459
720575941514949881,720575940638175558,14887
720575941513906179,720575940613599129,38014
720575941513763537,720575940623542972,149792
720575941513772179,720575940621071495,524141
720575941513798097,720575940639425112,12378
720575941515074883,720575940617750070,529568
720575941513977553,720575940628642320,12904
720575941513981433,720575940625047479,12775
720575941513861585,720575940646707076,45483
720575941514873091,720575940611837649,521255
720575941514897923,720575940632256481,33409
720575941514936211,720575940618800225,524472
720575941514733561,720575940615238075,35929
720575941514010188,720575940610167665,53972
720575941513918307,720575940622007944,85268
720575941483048646,720575940625392650,45151
720575941566556775,720575940637618142,12707
720575941483262461,720575940644750116,19562
720575941566487655,720575940612429743,25985
720575941566500455,720575940625145221,57190
720575941483290310,720575940614350846,11804
720575941483362502,720575940628131778,512486
720575941566389558,720575940634854554,10708
720575941514047052,720575940633157919,10671
720575941514059084,720575940616798779,18190
720575941514064716,720575940629736720,512938
720575941514001251,720575940624236592,33943
720575941514456569,720575940623132621,10976
720575941514491539,720575940633256599,517329
720575941514493772,720575940625960104,313049550
720575941514509123,720575940603909804,44641
720575941514525955,720575940623105023,83341
720575941514542179,720575940615895858,152548
720575941514372049,720575940612050033,43716
720575941514111564,720575940615323298,14554
720575941514121059,720575940628099454,35181
720575941514135033,720575940634502812,23333
720575941514153818,720575940622268853,28723
720575941514035449,720575940633973587,67207
720575941514406291,720575940636030185,18167
720575941514447097,720575940606222014,12787
720575941514255683,720575940627108625,827600769
720575941514312851,720575940612887523,17961
720575941483780282,720575940609819512,12508
720575941483785213,720575940633146961,20033
720575941483785725,720575940627042622,19478
720575941514242892,720575940631933527,39638
720575941514326860,720575940620465172,37783
720575941566232886,720575940620135645,12393
720575941483679674,720575940628971779,13006
720575941483576006,720575940612901807,275236444
720575941483708346,720575940608152962,56727
720575941566154599,720575940632844002,11987
720575941566165302,720575940628125715,12169
720575941687084527,720575940626939737,13359
720575941687220975,720575940612953714,40888
720575940698456204,720575940605702065,68479
720575941521153715,720575940626693894,46071
720575941402014499,720575940615557460,518976
720575941478055274,720575940639409627,17048
720575941476351513,720575940654069409,576271
720575941495710407,720575940622569001,138182
720575941550034493,720575940659996033,215878
720575941539488405,720575940630615850,22784
720575941486561933,720575940608288092,103397
720575941507607109,720575940604706592,61687
720575941474981435,720575940612443944,164454
720575941554637722,720575940617258821,233653
720575941559479278,720575940618606715,157110
720575941556042835,720575940610762850,44644
720575941510109968,720575940636278379,172837
720575941565913910,720575940621349590,283181
720575941527135309,720575940626918174,518075
720575941477585950,720575940628939087,183106
720575941538025505,720575940627988306,158472
720575941540849101,720575940611844886,215871
720575941504029527,720575940641495693,60552
720575941565244258,720575940627528964,220220516
720575941542533405,720575940623171847,61126
720575941542853980,720575940644758638,143425
720575941513999825,720575940629142171,54568
720575941534260312,720575940626607626,519246
720575941494811115,720575940630983471,925495
720575941496325760,720575940627570600,151869
720575941663561340,720575940615749819,96257
720575941506430268,720575940617166882,145847
720575941519085484,720575940626529448,557870
720575941526835556,720575940638770595,37932
720575941537758184,720575940620197759,31903
720575941493410480,720575940634682263,39926
720575941535535553,720575940615425314,71444
720575941492956336,720575940628295242,136208
720575941393898134,720575940609171524,57885
720575941507332165,720575940626111761,165676
720575941527115853,720575940624166680,48312
720575941534373464,720575940638664576,126398
720575941560185359,720575940618633014,131221
720575941536427969,720575940627412994,158657
720575941516218458,720575940609785208,189202940
720575941503319895,720575940624227509,218206
720575941494602595,720575940615825211,953976
720575941475042602,720575940626011576,138232
720575941504973591,720575940611232370,171780
720575941491289804,720575940622969001,119491
720575941482915270,720575940645097838,527430
720575941552280894,720575940623004429,184619
720575941480434851,720575940626779398,130806
720575941544984325,720575940624956860,53258
720575941517179539,720575940632166881,167196
720575941519344750,720575940631013203,580395
720575941555629651,720575940622657268,14742
720575941508437633,720575940617903643,105365
720575941490815086,720575940624668908,19768
720575941566407734,720575940625356732,53790
720575941569403898,720575940636839280,58501
720575941569574900,720575940626075079,77132
720575941569805170,720575940631038125,529455
720575941569774450,720575940615257395,171087
720575941467865878,720575940631837507,513713
720575941401231395,720575940629521861,154082
720575941466539801,720575940611353457,222393
720575941574502920,720575940631474316,246478
720575941576468406,720575940619440182,118058
720575941461604819,720575940616470417,182290
720575941576914777,720575940625489978,41031
720575941579305809,720575940604847392,230056
720575941459004400,720575940608158300,76488
720575941584750431,720575940615911261,28805
720575941457047021,720575940635697765,128375
720575941585753822,720575940631461674,66950
720575941586602206,720575940660004737,24079
720575941586878686,720575940621849015,22109
720575941591598716,720575940613762015,547236
720575941592598056,720575940629513948,71561
720575941510969616,720575940610683315,786482749
720575941593777771,720575940610294933,516287
720575941450031029,720575940630158140,29157
720575941440592981,720575940614426799,262892
720575941688302966,720575940621988684,133290
720575941503574251,720575940608920388,21168
720575941595448022,720575940623880013,236557
720575941631213804,720575940649430393,550890
720575941555367937,720575940626048637,195837
720575941595786279,720575940606756198,50241
720575941448329236,720575940626159716,156855
720575941555685121,720575940629500410,149493
720575941534099393,720575940624983531,59070
720575941596944517,720575940620377588,85318
720575941453630633,720575940623703956,38484
720575941461644243,720575940645750324,33910
720575941599763241,720575940614327442,115663
720575941452457799,720575940622107937,158641
720575941619200383,720575940628264721,234846
720575941441744987,720575940611984114,1037165389
720575941611219786,720575940614280554,308087
720575941439367391,720575940626267261,57272
720575941612301670,720575940639428515,50880
720575941732563243,720575940624625388,21476
720575941615649433,720575940639219253,114685
720575941617723349,720575940626399550,515011
720575941436132384,720575940622810697,192086
720575941653807889,720575940630506819,104164
720575941430853368,720575940630427131,90363
720575941630059558,720575940620144304,39668
720575941632888736,720575940613118610,177417
720575941633324448,720575940654970529,526125
720575941690872539,720575940624524848,371094763
720575941414396564,720575940639256704,11284
720575941643872101,720575940629375081,14990
720575941645230200,720575940610397845,534785
720575941651800853,720575940617566110,78230
720575941686040844,720575940604518944,196296
720575941685943023,720575940616177949,59990
720575941515219449,720575940631824744,20697
720575941515217242,720575940617093533,98359
720575941515209107,720575940618704689,49208
720575941515199075,720575940630371641,63483
720575941515192899,720575940622779519,34596
720575941513743363,720575940641256912,29894
720575941513735756,720575940610856874,153083
720575941513733452,720575940631542855,126995
720575941513720908,720575940638053693,15569
720575941513676355,720575940625067312,58548
720575941513675985,720575940630716716,12710
720575941513601859,720575940617725086,13820
720575941513560931,720575940630696399,25328
720575941399612700,720575940627160266,49966
720575941402062115,720575940635335791,14850
720575941404201072,720575940633280156,20717
720575941645348769,720575940637335012,25051
720575941407465902,720575940618831213,55591
720575941645029496,720575940621446309,46906
720575941645036961,720575940627163560,157520
720575941407907246,720575940637175349,23137
720575941408029487,720575940632272782,119570
720575941408361646,720575940628009771,329541
720575941483765690,720575940621545408,516553
720575941513675875,720575940619630207,119852
720575941515265283,720575940652688374,53499
720575941515263747,720575940619360065,192465
720575941515239235,720575940617528209,34780
720575941483031482,720575940608035374,13077
720575941513633524,720575940633923885,175502
720575941513508049,720575940612207473,555144
720575941483053510,720575940637568996,24254
720575941482891261,720575940629822842,40743
720575941482965946,720575940614515398,249310
720575941566765159,720575940638357813,536275
720575941482752451,720575940612418019,106965
720575941515364163,720575940615885766,78592
720575941515360659,720575940612040419,532228
720575941483969277,720575940634834544,537495
720575941565754722,720575940636191977,110756
720575941483857850,720575940622732253,226164
720575941565789847,720575940625314633,20393
720575941515559011,720575940635958383,94268
720575941513131843,720575940624114494,93288
720575941513120355,720575940621066776,25447
720575941513107276,720575940612763542,38934
720575941515339587,720575940607013897,32940
720575941515329859,720575940618366447,114612
720575941515329017,720575940630214564,516424
720575941515303491,720575940626376600,12006
720575941515453433,720575940645889844,57434
720575941515434330,720575940635531674,42911
720575941513273593,720575940619381108,161422
720575941512957393,720575940614721110,250291
720575941512910412,720575940638846848,147832
720575941513456730,720575940641417869,36873
720575941513448451,720575940616169010,12812
720575941484113917,720575940630650187,15582
720575941515396451,720575940611617326,518787
720575941515380803,720575940616959778,67244
720575941515373971,720575940622010700,197153
720575941515564537,720575940621700190,191936
720575941515840403,720575940622728728,23220
720575941515837075,720575940627580136,556393
720575941515827971,720575940630912556,190271
720575941513419619,720575940623537485,42102
720575941515690083,720575940613009558,20435
720575941515636371,720575940628290618,134960
720575941515633242,720575940607154955,67809
720575941515627779,720575940622488873,162134
720575941515626489,720575940621521601,107481
720575941484023549,720575940603574374,151469
720575941483998605,720575940626876945,18755
720575941513010755,720575940618299712,180728
720575941513003852,720575940615271124,71389
720575941513224035,720575940625013144,164248
720575941513208785,720575940643324196,127571
720575941515600474,720575940635932272,57559
720575941515761987,720575940625447655,500017
720575941512782947,720575940620320214,54542
720575941512741964,720575940638344282,162503
720575941512679244,720575940616985318,129597
720575941515795811,720575940637334756,11216
720575941484163325,720575940633923298,522957
720575941484131837,720575940651230454,59026
720575941565566215,720575940622442409,62772
720575941484083965,720575940614061479,559501
720575941512481279,720575940619354945,533913
720575941512905425,720575940637630783,944907
720575941515870979,720575940628668009,13460
720575941515908099,720575940628139113,20526
720575941482535366,720575940624229925,274021
720575941482376134,720575940618956829,15430
720575941567669038,720575940618741157,25126
720575941482293699,720575940629398466,511790
720575941567831086,720575940637969222,554008
720575941482246339,720575940639128646,11812
720575941515968099,720575940626015640,40580
720575941515959299,720575940624587447,515142
720575941485760006,720575940610634666,564469
720575941668230131,720575940631622393,519265
720575941565285730,720575940605287358,11403
720575941485127686,720575940619119006,113745
720575941485487426,720575940620639152,174299
720575941565392482,720575940645045527,268258
720575941565381986,720575940622559476,14013
720575941512307711,720575940630183927,177772
720575941512223953,720575940617810004,139286
720575941512431436,720575940606142496,117572
720575941515951107,720575940618748929,12848
720575941515936771,720575940631572305,70279
720575941515936259,720575940639438208,16319
720575941515928931,720575940631301079,519122
720575941516048121,720575940625319245,13041
720575941565167879,720575940622185983,28732
720575941565158919,720575940608617923,15539
720575941485823810,720575940619893419,32805
720575941515899994,720575940624106340,818423
720575941511570764,720575940627574921,101917
720575941515989082,720575940642829079,150277
720575941516118019,720575940625703404,127437
720575941516113242,720575940620174708,22112
720575941511485906,720575940629138684,39795
720575941511792204,720575940614923963,176645
720575941511784914,720575940626534226,290558
